experience_id,experience_name,district,place_id,segment_id,scenario,time_of_day,weather,available_minutes,activity_intensity,description,experience_tip,mood_tags,review_status
"exp_gwanak_216","봉현 작은 도서관에서 조용한 집중","관악","pt_gwanak_216","","조용히 생각을 정리하고 싶을 때","AFTERNOON","RAIN","60","LOW","봉현 작은 도서관에서 읽고 머무르며 생각을 정리하는 경험","운영 시간과 열람·좌석 이용 가능 여부를 확인하세요.","#내향형 #저자극 #집중회복 #혼자좋은 #비오는날","DRAFT"
"exp_gwanak_217","은천동한울작은도서관에서 조용한 집중","관악","pt_gwanak_217","","조용히 생각을 정리하고 싶을 때","AFTERNOON","RAIN","60","LOW","은천동한울작은도서관에서 읽고 머무르며 생각을 정리하는 경험","운영 시간과 열람·좌석 이용 가능 여부를 확인하세요.","#내향형 #저자극 #집중회복 #혼자좋은 #비오는날","DRAFT"
"exp_gwanak_219","카페 아래로에서 잠깐 쉬기","관악","pt_gwanak_219","","혼자 잠깐 쉬며 기분을 전환하고 싶을 때","AFTERNOON","RAIN","45","LOW","카페 아래로에서 잠시 머물며 일상의 속도를 낮추는 경험","혼잡 시간과 혼자 머무르기 좋은 좌석을 확인하세요.","#내향형 #혼자좋은 #기분전환 #비오는날 #짧은휴식","DRAFT"
"exp_gwanak_227","엉금책방에서 조용한 집중","관악","pt_gwanak_227","","조용히 생각을 정리하고 싶을 때","AFTERNOON","RAIN","60","LOW","엉금책방에서 읽고 머무르며 생각을 정리하는 경험","운영 시간과 열람·좌석 이용 가능 여부를 확인하세요.","#내향형 #저자극 #집중회복 #혼자좋은 #비오는날","DRAFT"
"exp_gwanak_231","이나영책방에서 조용한 집중","관악","pt_gwanak_231","","조용히 생각을 정리하고 싶을 때","AFTERNOON","RAIN","60","LOW","이나영책방에서 읽고 머무르며 생각을 정리하는 경험","운영 시간과 열람·좌석 이용 가능 여부를 확인하세요.","#내향형 #저자극 #집중회복 #혼자좋은 #비오는날","DRAFT"
"exp_gwanak_233","난곡주민도서관 새숲에서 조용한 집중","관악","pt_gwanak_233","","조용히 생각을 정리하고 싶을 때","AFTERNOON","RAIN","60","LOW","난곡주민도서관 새숲에서 읽고 머무르며 생각을 정리하는 경험","운영 시간과 열람·좌석 이용 가능 여부를 확인하세요.","#내향형 #저자극 #집중회복 #혼자좋은 #비오는날","DRAFT"
"exp_gwanak_237","갤러리하우스에서 문화 휴식","관악","pt_gwanak_237","","혼자 문화 자극으로 기분을 전환하고 싶을 때","AFTERNOON","ANY","60","LOW","갤러리하우스에서 전시나 공간을 천천히 둘러보며 쉬는 경험","당일 전시·프로그램과 입장 가능 시간을 확인하세요.","#문화취향 #기분전환 #혼자좋은 #주말 #저자극","DRAFT"
"exp_gwanak_238","우석갤러리에서 문화 휴식","관악","pt_gwanak_238","","혼자 문화 자극으로 기분을 전환하고 싶을 때","AFTERNOON","ANY","60","LOW","우석갤러리에서 전시나 공간을 천천히 둘러보며 쉬는 경험","당일 전시·프로그램과 입장 가능 시간을 확인하세요.","#문화취향 #기분전환 #혼자좋은 #주말 #저자극","DRAFT"
"exp_gwanak_243","삼모아트센터에서 잠깐 쉬기","관악","pt_gwanak_243","","혼자 잠깐 쉬며 기분을 전환하고 싶을 때","AFTERNOON","RAIN","45","LOW","삼모아트센터에서 잠시 머물며 일상의 속도를 낮추는 경험","혼잡 시간과 혼자 머무르기 좋은 좌석을 확인하세요.","#내향형 #혼자좋은 #기분전환 #비오는날 #짧은휴식","DRAFT"
"exp_gwanak_248","고맙습니다 하난곡 작은도서관에서 조용한 집중","관악","pt_gwanak_248","","조용히 생각을 정리하고 싶을 때","AFTERNOON","RAIN","60","LOW","고맙습니다 하난곡 작은도서관에서 읽고 머무르며 생각을 정리하는 경험","운영 시간과 열람·좌석 이용 가능 여부를 확인하세요.","#내향형 #저자극 #집중회복 #혼자좋은 #비오는날","DRAFT"
"exp_gwanak_249","삼성작은도서관에서 조용한 집중","관악","pt_gwanak_249","","조용히 생각을 정리하고 싶을 때","AFTERNOON","RAIN","60","LOW","삼성작은도서관에서 읽고 머무르며 생각을 정리하는 경험","운영 시간과 열람·좌석 이용 가능 여부를 확인하세요.","#내향형 #저자극 #집중회복 #혼자좋은 #비오는날","DRAFT"
"exp_gwanak_250","신사동 해오름 작은도서관에서 조용한 집중","관악","pt_gwanak_250","","조용히 생각을 정리하고 싶을 때","AFTERNOON","RAIN","60","LOW","신사동 해오름 작은도서관에서 읽고 머무르며 생각을 정리하는 경험","운영 시간과 열람·좌석 이용 가능 여부를 확인하세요.","#내향형 #저자극 #집중회복 #혼자좋은 #비오는날","DRAFT"
"exp_gwanak_258","남현동 우리 작은도서관에서 조용한 집중","관악","pt_gwanak_258","","조용히 생각을 정리하고 싶을 때","AFTERNOON","RAIN","60","LOW","남현동 우리 작은도서관에서 읽고 머무르며 생각을 정리하는 경험","운영 시간과 열람·좌석 이용 가능 여부를 확인하세요.","#내향형 #저자극 #집중회복 #혼자좋은 #비오는날","DRAFT"
"exp_gwanak_259","아름인도서관에서 조용한 집중","관악","pt_gwanak_259","","조용히 생각을 정리하고 싶을 때","AFTERNOON","RAIN","60","LOW","아름인도서관에서 읽고 머무르며 생각을 정리하는 경험","운영 시간과 열람·좌석 이용 가능 여부를 확인하세요.","#내향형 #저자극 #집중회복 #혼자좋은 #비오는날","DRAFT"
"exp_gwanak_260","우리작은도서관에서 조용한 집중","관악","pt_gwanak_260","","조용히 생각을 정리하고 싶을 때","AFTERNOON","RAIN","60","LOW","우리작은도서관에서 읽고 머무르며 생각을 정리하는 경험","운영 시간과 열람·좌석 이용 가능 여부를 확인하세요.","#내향형 #저자극 #집중회복 #혼자좋은 #비오는날","DRAFT"
